Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmp%,TotDist,PrgDist,SCmp,SAtt,SCmp%,MCmp,MAtt,MCmp%,LCmp,LAtt,LCmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
529,Andreas Christensen,dk DEN,DFMF,Barcelona,La Liga,27,1996,22.0,1480,1569,94.3,25124,8496,669,699,95.7,700,724,96.7,87,108,80.6,2,1.1,0.8,+0.9,7,116,1,0,117,Matches,1cb49278
530,Jacob Christensen,dk DEN,MF,FC Cologne,Bundesliga,22,2001,2.4,66,85,77.6,1160,453,28,32,87.5,31,38,81.6,6,13,46.2,0,0.1,0.1,-0.1,2,8,1,0,12,Matches,324ff0da
531,Oliver Christensen,dk DEN,GK,Fiorentina,Serie A,24,1999,4.0,146,190,76.8,3678,2601,33,33,100.0,68,71,95.8,43,83,51.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches,af104654
532,Ryan Christie,sct SCO,MF,Bournemouth,Premier League,28,1995,32.3,988,1300,76.0,18802,5120,399,467,85.4,425,510,83.3,143,253,56.5,5,5.4,5.4,-0.4,55,118,42,7,167,Matches,26ce2263
533,Carney Chukwuemeka,eng ENG,MFFW,Chelsea,Premier League,19,2003,2.5,115,134,85.8,1476,266,82,88,93.2,26,31,83.9,4,5,80.0,1,0.3,0.3,+0.7,4,4,6,0,12,Matches,b2f9c73e
534,Samuel Chukwueze,ng NGA,FW,AC Milan,Serie A,24,1999,11.3,330,421,78.4,5423,1275,163,197,82.7,140,170,82.4,19,32,59.4,3,2.3,2.7,+0.7,20,22,23,1,51,Matches,b8a642fc
535,Chumi,es ESP,DF,Almeria,La Liga,24,1999,27.0,1044,1208,86.4,18403,6336,425,465,91.4,537,565,95.0,70,143,49.0,1,1.4,0.6,-0.4,4,44,3,1,68,Matches,2475cf9b
536,Víctor Chust,es ESP,DF,Cadiz,La Liga,23,2000,20.7,831,1040,79.9,16808,7302,288,317,90.9,416,459,90.6,118,230,51.3,1,0.3,0.2,+0.7,6,62,4,0,80,Matches,ec1a731e
537,Pathé Ciss,sn SEN,MF,Rayo Vallecano,La Liga,29,1994,18.5,738,890,82.9,13455,3975,315,362,87.0,339,383,88.5,69,101,68.3,0,0.5,0.7,-0.5,11,73,6,1,84,Matches,9a0408b6
538,Alphadjo Cissè,it ITA,FW,Verona,Serie A,16,2006,0.1,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,d079becb
539,Djaoui Cissé,fr FRA,MF,Rennes,Ligue 1,19,2004,0.0,5,5,100.0,75,0,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,576ca93f
540,Ibrahim Cissoko,nl NED,FWMF,Toulouse,Ligue 1,20,2003,2.7,89,116,76.7,1398,357,50,57,87.7,27,39,69.2,7,10,70.0,1,0.4,0.7,+0.6,6,7,9,7,12,Matches,abddf25d
541,Giorgio Cittadini,it ITA,DF,Monza,Serie A,21,2002,0.2,5,6,83.3,94,39,1,2,50.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,e4ba67f2
542,Giorgio Cittadini,it ITA,DF,Genoa,Serie A,21,2002,1.2,19,31,61.3,392,117,6,11,54.5,9,14,64.3,4,5,80.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches,e4ba67f2
543,Patrick Ciurria,it ITA,DFMF,Monza,Serie A,28,1995,17.8,662,847,78.2,10671,3258,335,377,88.9,271,348,77.9,41,72,56.9,1,2.6,2.1,-1.6,30,46,28,10,68,Matches,5de3866c
544,Bobby Clark,eng ENG,MF,Liverpool,Premier League,18,2005,1.0,38,49,77.6,465,64,23,29,79.3,11,12,91.7,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches,73341ace
545,Jordan Clark,eng ENG,MF,Luton Town,Premier League,29,1993,14.5,369,513,71.9,6108,1636,180,231,77.9,136,173,78.6,33,63,52.4,1,1.3,1.2,-0.3,12,19,18,4,51,Matches,7c5fa6cf
546,Alexis Claude-Maurice,fr FRA,MF,Nice,Ligue 1,25,1998,5.6,202,253,79.8,2857,570,120,132,90.9,56,75,74.7,12,22,54.5,0,0.3,0.6,-0.3,7,15,6,3,21,Matches,741418c3
547,Jonathan Clauss,fr FRA,DF,Marseille,Ligue 1,30,1992,23.0,1153,1526,75.6,19885,6946,545,642,84.9,480,598,80.3,103,214,48.1,4,4.6,5.3,-0.6,46,99,50,18,137,Matches,5219ab4a
548,Silvi Clúa,es ESP,MF,Girona,La Liga,18,2005,0.0,5,5,100.0,85,41,1,1,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,b793dea2
549,Nathaniel Clyne,eng ENG,DF,Crystal Palace,Premier League,32,1991,14.9,495,600,82.5,7555,3021,266,288,92.4,191,224,85.3,28,54,51.9,0,0.2,0.2,-0.2,3,33,4,2,33,Matches,0442183b
550,Marcus Coco,fr FRA,DFFW,Nantes,Ligue 1,27,1996,16.5,473,641,73.8,7533,2758,224,265,84.5,199,249,79.9,27,86,31.4,0,1.0,1.1,-1.0,12,40,18,8,55,Matches,3010aefb
551,Saúl Coco,gq EQG,DF,Las Palmas,La Liga,24,1999,25.5,1257,1422,88.4,20911,8245,587,620,94.7,598,646,92.6,53,116,45.7,0,0.0,0.2,0.0,1,52,0,0,69,Matches,d0ee1652
552,Séamus Coleman,ie IRL,DF,Everton,Premier League,34,1988,7.4,207,306,67.6,3381,1481,111,132,84.1,76,103,73.8,16,51,31.4,0,1.0,0.7,-1.0,3,15,4,2,22,Matches,0420d84f
553,Maxime Colin,fr FRA,DF,Metz,Ligue 1,31,1991,20.4,660,925,71.4,11318,5363,307,381,80.6,285,372,76.6,52,122,42.6,0,0.4,0.6,-0.4,4,60,7,5,67,Matches,2f71c116
554,Nathan Collins,ie IRL,DF,Brentford,Premier League,22,2001,29.5,1261,1552,81.3,23470,8772,462,528,87.5,660,757,87.2,116,214,54.2,1,2.2,1.1,-1.2,11,78,6,0,97,Matches,a8c19eb8
555,Nnamdi Collins,de GER,DF,Eintracht Frankfurt,Bundesliga,19,2004,1.0,61,75,81.3,1011,387,23,26,88.5,35,39,89.7,2,7,28.6,0,0.0,0.1,0.0,0,8,0,0,13,Matches,8eb5c94c
556,Lorenzo Colombo,it ITA,FW,Monza,Serie A,21,2002,15.1,185,263,70.3,2711,593,104,139,74.8,48,66,72.7,16,22,72.7,1,0.6,0.5,+0.4,8,10,3,0,24,Matches,04df29a5
557,Andrea Colpani,it ITA,MFFW,Monza,Serie A,24,1999,29.5,752,981,76.7,14005,3225,333,379,87.9,296,370,80.0,102,176,58.0,4,5.0,4.6,-1.0,56,55,41,9,120,Matches,6499048c
558,Levi Colwill,eng ENG,DF,Chelsea,Premier League,20,2003,20.0,965,1163,83.0,16310,5939,444,495,89.7,456,508,89.8,51,117,43.6,1,1.2,0.5,-0.2,7,82,6,0,73,Matches,700783e7
559,Kingsley Coman,fr FRA,FW,Bayern Munich,Bundesliga,27,1996,12.4,528,647,81.6,8358,1597,285,330,86.4,206,233,88.4,26,45,57.8,3,3.8,4.5,-0.8,29,19,41,8,72,Matches,042e8a49
560,Eray Cömert,ch SUI,DF,Nantes,Ligue 1,25,1998,22.2,941,1064,88.4,18882,6076,298,320,93.1,506,534,94.8,118,178,66.3,0,0.2,0.4,-0.2,4,57,4,2,57,Matches,15937e17
561,Santi Comesaña,es ESP,MF,Villarreal,La Liga,26,1996,18.4,752,868,86.6,12845,3509,358,396,90.4,319,360,88.6,58,78,74.4,0,2.0,1.3,-2.0,12,80,8,0,92,Matches,5ae499d0
562,Pietro Comuzzo,it ITA,DFFW,Fiorentina,Serie A,18,2005,0.5,27,38,71.1,550,154,5,11,45.5,21,24,87.5,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches,5e3ecc35
563,Alois Confais,fr FRA,MFFW,Le Havre,Ligue 1,26,1996,0.1,7,9,77.8,74,5,7,8,87.5,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,535b0343
564,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,36,1987,35.0,838,1235,67.9,24440,17449,126,126,100.0,395,402,98.3,311,700,44.4,0,0.0,0.1,0.0,0,15,2,0,1,Matches,8cabdc1e
565,Bambasé Conté,de GER,MFFW,Hoffenheim,Bundesliga,20,2003,0.5,19,24,79.2,228,61,14,15,93.3,4,6,66.7,1,3,33.3,0,0.0,0.0,0.0,1,3,1,0,2,Matches,33b38f49
566,Nikita Contini Baranovsky,it ITA,GK,Napoli,Serie A,27,1996,0.2,4,4,100.0,66,38,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e95069bb
567,Lewis Cook,eng ENG,MF,Bournemouth,Premier League,26,1997,31.0,1135,1487,76.3,20294,6864,458,539,85.0,539,616,87.5,112,257,43.6,3,4.3,3.0,-1.3,46,138,20,4,142,Matches,2afc7272
568,Copete,es ESP,DF,Mallorca,La Liga,23,1999,14.8,449,584,76.9,8887,3089,155,180,86.1,230,268,85.8,57,117,48.7,1,0.8,0.5,+0.2,4,46,6,3,52,Matches,0f26ffd7
569,Diego Coppola,it ITA,DF,Verona,Serie A,19,2003,18.2,555,718,77.3,11563,4450,151,189,79.9,324,369,87.8,78,142,54.9,0,0.2,0.1,-0.2,4,33,0,0,40,Matches,22ae86f9
570,Francis Coquelin,fr FRA,MF,Villarreal,La Liga,32,1991,10.1,379,431,87.9,6421,1616,173,188,92.0,169,184,91.8,30,41,73.2,0,0.1,0.6,-0.1,1,37,7,1,47,Matches,a6951bf8
571,Tommaso Corazza,it ITA,DF,Bologna,Serie A,19,2004,2.2,119,145,82.1,1781,648,68,74,91.9,38,41,92.7,8,17,47.1,0,0.1,0.2,-0.1,1,7,4,3,14,Matches,c1b9b13c
572,Theo Corbeanu,ca CAN,MFFW,Granada,La Liga,21,2002,2.0,37,60,61.7,639,147,21,27,77.8,8,17,47.1,6,11,54.5,0,0.0,0.2,0.0,0,5,2,2,5,Matches,25b82f9a
573,Jeppe Corfitzen,dk DEN,FW,Lecce,Serie A,18,2004,0.1,2,3,66.7,33,0,0,0,,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,3f7e5a98
574,Jack Cork,eng ENG,MF,Burnley,Premier League,34,1989,0.3,25,33,75.8,370,77,13,16,81.3,10,10,100.0,1,3,33.3,0,0.0,0.0,0.0,0,5,0,0,4,Matches,74e12f1e
575,Maxwel Cornet,ci CIV,MFFW,West Ham,Premier League,26,1996,1.2,36,49,73.5,407,70,27,34,79.4,6,8,75.0,0,1,0.0,0,0.2,0.0,-0.2,4,0,0,0,2,Matches,beb391dd
576,Giacomo Corona,it ITA,FW,Empoli,Serie A,19,2004,0.1,2,2,100.0,41,0,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,d9f83409
577,Jesús Corona,mx MEX,MFDF,Sevilla,La Liga,30,1993,0.2,9,14,64.3,106,14,6,7,85.7,3,6,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,fb938d24
578,Ángel Correa,ar ARG,FWMF,Atletico Madrid,La Liga,28,1995,17.0,379,516,73.4,4856,1162,249,301,82.7,85,110,77.3,18,46,39.1,2,3.6,3.8,-1.6,32,29,23,2,61,Matches,01eb744d
579,Joaquín Correa,ar ARG,FWMF,Marseille,Ligue 1,28,1994,4.8,131,167,78.4,2086,576,61,80,76.3,60,62,96.8,7,9,77.8,0,0.7,0.6,-0.7,5,10,11,0,25,Matches,45b9b619
580,Thierry Correia,pt POR,DF,Valencia,La Liga,24,1999,23.9,1017,1340,75.9,16699,6810,546,608,89.8,369,462,79.9,85,209,40.7,2,2.1,2.5,-0.1,18,70,29,11,80,Matches,c78b352d
581,Oscar Cortés,co COL,FWMF,Lens,Ligue 1,19,2003,0.5,18,26,69.2,217,36,13,19,68.4,3,4,75.0,0,1,0.0,1,0.7,0.1,+0.3,1,1,1,1,2,Matches,d2c12fe0
582,Danny da Costa,de GER,DF,Mainz 05,Bundesliga,30,1993,9.2,317,470,67.4,5513,2576,144,177,81.4,126,193,65.3,37,69,53.6,1,1.2,1.3,-0.2,9,27,16,9,40,Matches,5ddb8f9f
583,David Costa,pt POR,MF,Lens,Ligue 1,22,2001,16.6,570,726,78.5,9004,2375,277,318,87.1,216,266,81.2,41,74,55.4,2,3.5,3.1,-1.5,26,51,26,7,73,Matches,59948ef7
584,Jaume Costa,es ESP,DF,Mallorca,La Liga,35,1988,18.7,615,834,73.7,9676,4167,345,385,89.6,217,291,74.6,43,115,37.4,1,1.2,1.2,-0.2,19,36,21,14,50,Matches,808d48f3
585,João Costa,br BRA,MFFW,Roma,Serie A,18,2005,0.2,7,9,77.8,100,43,4,4,100.0,3,3,100.0,0,1,0.0,0,0.0,0.1,0.0,1,0,1,0,1,Matches,26952edc
586,Logan Costa,cv CPV,DF,Toulouse,Ligue 1,22,2001,29.4,1491,1784,83.6,29121,12198,511,559,91.4,768,868,88.5,181,302,59.9,1,0.6,0.7,+0.4,6,129,6,2,145,Matches,bfb2056e
587,Samu Costa,pt POR,MF,Mallorca,La Liga,22,2000,25.6,830,1087,76.4,15302,3901,357,433,82.4,359,432,83.1,99,153,64.7,1,0.5,1.0,+0.5,12,77,11,4,93,Matches,76c2a023
588,Benoît Costil,fr FRA,GK,Salernitana,Serie A,36,1987,13.0,258,428,60.3,7748,6197,48,49,98.0,109,111,98.2,101,267,37.8,0,0.0,0.0,0.0,1,4,0,0,0,Matches,2434f24a
589,Grégoire Coudert,fr FRA,GK,Brest,Ligue 1,24,1999,2.0,55,80,68.8,1658,1275,7,7,100.0,28,28,100.0,20,45,44.4,0,0.0,0.0,0.0,0,2,0,0,0,Matches,ca95200f
590,Vladimír Coufal,cz CZE,DF,West Ham,Premier League,30,1992,34.8,1154,1665,69.3,18778,9229,596,669,89.1,448,627,71.5,84,254,33.1,7,4.0,3.0,+3.0,33,98,38,21,119,Matches,fdf3cb77
591,Lassana Coulibaly,ml MLI,MF,Salernitana,Serie A,27,1996,23.1,736,873,84.3,11985,3305,358,400,89.5,305,347,87.9,52,68,76.5,1,0.8,0.9,+0.2,11,80,6,2,88,Matches,85a44ecc
592,Mamadou Coulibaly,sn SEN,DF,Salernitana,Serie A,24,1999,0.0,1,3,33.3,6,1,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,c976160c
593,Mamadou Coulibaly,fr FRA,MF,Monaco,Ligue 1,19,2004,1.3,56,70,80.0,800,158,32,42,76.2,21,24,87.5,2,2,100.0,0,0.1,0.1,-0.1,1,6,1,0,5,Matches,dacf856a
594,Tanguy Coulibaly,fr FRA,FWMF,Montpellier,Ligue 1,22,2001,6.9,137,172,79.7,1831,305,81,89,91.0,41,54,75.9,3,7,42.9,0,0.8,0.6,-0.8,9,6,4,0,13,Matches,05ba9d7c
595,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,31,1992,3.7,113,123,91.9,2675,1889,25,25,100.0,63,63,100.0,24,34,70.6,0,0.1,0.0,-0.1,1,1,0,0,0,Matches,1840e36d
596,Philippe Coutinho,br BRA,MFFW,Aston Villa,Premier League,31,1992,0.3,20,24,83.3,265,63,11,14,78.6,8,9,88.9,0,0,,0,0.0,0.0,0.0,0,4,0,0,5,Matches,0ef89a37
597,Yan Couto,br BRA,DFFW,Girona,La Liga,21,2002,24.9,1057,1354,78.1,16640,4090,566,644,87.9,406,512,79.3,63,117,53.8,8,4.2,4.3,+3.8,27,62,34,17,97,Matches,1944818c
598,Nicolas Cozza,fr FRA,DF,Nantes,Ligue 1,24,1999,9.9,270,366,73.8,4703,1884,127,152,83.6,109,140,77.9,27,52,51.9,0,0.6,0.5,-0.6,3,27,5,1,20,Matches,8f325097
599,Nicolas Cozza,fr FRA,DF,Wolfsburg,Bundesliga,24,1999,3.1,147,192,76.6,2373,782,76,88,86.4,61,79,77.2,8,18,44.4,0,0.1,0.2,-0.1,2,19,2,2,16,Matches,8f325097
600,Alessio Cragno,it ITA,GK,Sassuolo,Serie A,29,1994,3.0,69,100,69.0,1856,1253,16,16,100.0,28,28,100.0,24,55,43.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches,f554e29b
601,Crespo,pt POR,MF,Rayo Vallecano,La Liga,26,1996,5.9,230,273,84.2,3360,1147,126,142,88.7,85,100,85.0,11,18,61.1,0,1.0,0.5,-1.0,6,31,5,0,30,Matches,922dfade
602,Aaron Cresswell,eng ENG,DFFW,West Ham,Premier League,33,1989,4.8,254,308,82.5,4176,1722,142,155,91.6,80,96,83.3,25,48,52.1,0,0.4,0.3,-0.4,5,15,4,0,26,Matches,4f974391
603,Bryan Cristante,it ITA,MFDF,Roma,Serie A,28,1995,36.5,1785,2178,82.0,31740,9730,777,895,86.8,818,924,88.5,154,242,63.6,4,2.9,3.1,+1.1,30,229,37,6,234,Matches,16657b95
604,Cristian,es ESP,GK,Valencia,La Liga,25,1998,0.6,13,18,72.2,294,213,3,3,100.0,8,8,100.0,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches,9ad74b4d
605,Juan Cruz Armada,es ESP,DF,Osasuna,La Liga,31,1992,18.5,712,941,75.7,12473,5357,345,382,90.3,287,387,74.2,75,145,51.7,1,0.4,0.6,+0.6,5,69,9,3,77,Matches,a56da3ba
606,Juan Cruz,ar ARG,FWMF,Verona,Serie A,24,1999,1.2,18,27,66.7,211,78,16,22,72.7,1,2,50.0,1,2,50.0,0,0.1,0.1,-0.1,1,1,0,0,4,Matches,72f5b81f
607,Juan Cruz,es ESP,FW,Real Betis,La Liga,23,2000,0.8,15,20,75.0,187,49,13,15,86.7,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,1,0,3,0,3,Matches,cc2dd8a5
608,Juan Cuadrado,co COL,DF,Inter,Serie A,35,1988,3.0,158,189,83.6,2799,632,73,77,94.8,61,76,80.3,16,27,59.3,2,1.6,1.2,+0.4,9,11,5,2,11,Matches,0ab1f153
609,Pau Cubarsí,es ESP,DF,Barcelona,La Liga,16,2007,17.3,1360,1487,91.5,25525,8442,493,523,94.3,737,772,95.5,122,170,71.8,0,0.4,0.4,-0.4,5,73,0,0,75,Matches,cc7888f3
610,Marc Cucurella,es ESP,DF,Chelsea,Premier League,25,1998,19.8,1036,1196,86.6,15110,4408,595,645,92.2,383,430,89.1,32,65,49.2,2,1.1,1.2,+0.9,19,51,7,4,50,Matches,1daec722
611,Iván Cuéllar,es ESP,GK,Mallorca,La Liga,39,1984,1.0,24,35,68.6,612,461,3,4,75.0,14,14,100.0,7,17,41.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches,75751c99
612,Jorge Cuenca,es ESP,DF,Villarreal,La Liga,23,1999,21.8,957,1150,83.2,17344,6301,367,388,94.6,515,579,88.9,65,154,42.2,1,0.2,0.8,+0.8,6,62,10,6,78,Matches,0abc51f2
613,Josh Cullen,ie IRL,MF,Burnley,Premier League,27,1996,22.9,1173,1373,85.4,18812,4917,617,667,92.5,466,521,89.4,69,127,54.3,3,1.8,2.3,+1.2,26,119,17,3,123,Matches,f6d7d690
614,Matheus Cunha,br BRA,FWMF,Wolves,Premier League,24,1999,27.1,658,831,79.2,8887,2308,411,476,86.3,182,229,79.5,32,57,56.1,7,3.2,3.0,+3.8,28,56,31,1,87,Matches,dc62b55d
615,Marvin Cuni,al ALB,FW,Frosinone,Serie A,22,2001,5.9,82,115,71.3,988,167,48,60,80.0,20,28,71.4,3,4,75.0,0,0.3,0.2,-0.3,6,2,2,0,11,Matches,1d45fd81
616,Eric Curbelo,es ESP,DFMF,Las Palmas,La Liga,29,1994,1.1,57,59,96.6,885,340,30,30,100.0,25,27,92.6,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,4,Matches,34e39a18
617,Sam Curtis,ie IRL,DF,Sheffield United,Premier League,17,2005,0.3,6,10,60.0,98,37,3,4,75.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,7d42865e
618,Tomáš Čvančara,cz CZE,FW,Borussia M.Gladbach,Bundesliga,22,2000,10.0,137,216,63.4,1668,384,91,133,68.4,36,53,67.9,3,3,100.0,1,0.7,0.8,+0.3,7,7,4,2,13,Matches,298c8aa1
619,Danilo D'Ambrosio,it ITA,DF,Monza,Serie A,34,1988,17.1,979,1095,89.4,17542,5544,360,376,95.7,531,566,93.8,74,124,59.7,0,0.2,0.4,-0.2,4,61,4,1,61,Matches,44eb9093
620,Alberto Dadie,es ESP,MF,Real Sociedad,La Liga,21,2002,0.3,3,7,42.9,47,33,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,0,Matches,cc851506
621,Trévis Dago,ci CIV,FWMF,Lille,Ligue 1,18,2005,0.3,2,4,50.0,31,19,1,3,33.3,1,1,100.0,0,0,,1,0.4,0.0,+0.6,1,0,1,1,0,Matches,011b2a32
622,Finn Dahmen,de GER,GK,Augsburg,Bundesliga,25,1998,31.0,1025,1345,76.2,27889,18248,166,168,98.8,556,566,98.2,299,600,49.8,0,0.1,0.2,-0.1,1,44,1,0,3,Matches,dee3013b
623,Mahmoud Dahoud,de GER,MF,Brighton,Premier League,27,1996,5.0,284,328,86.6,4011,886,169,176,96.0,84,99,84.8,16,25,64.0,1,0.9,0.4,+0.1,10,21,1,1,11,Matches,db4ed67b
624,Mahmoud Dahoud,de GER,MF,VfB Stuttgart,Bundesliga,27,1996,2.5,205,235,87.2,3140,829,117,126,92.9,63,71,88.7,16,24,66.7,0,0.5,0.9,-0.5,7,19,3,1,19,Matches,db4ed67b
625,Ameen Al-Dakhil,be BEL,DF,Burnley,Premier League,21,2002,11.7,537,637,84.3,9642,2939,208,220,94.5,280,321,87.2,42,77,54.5,0,0.1,0.6,-0.1,2,13,2,0,35,Matches,93e08bce
626,Thijs Dallinga,nl NED,FW,Toulouse,Ligue 1,22,2000,27.9,416,621,67.0,5875,1080,245,343,71.4,117,174,67.2,22,38,57.9,2,1.2,1.8,+0.8,17,19,15,2,38,Matches,b70afb45
627,Diogo Dalot,pt POR,DF,Manchester United,Premier League,24,1999,35.3,1486,1830,81.2,24927,8066,729,817,89.2,574,701,81.9,139,213,65.3,3,2.9,2.4,+0.1,37,107,31,16,124,Matches,d9565625
628,Mikkel Damsgaard,dk DEN,MF,Brentford,Premier League,23,2000,9.4,300,432,69.4,4940,1897,151,194,77.8,116,151,76.8,26,55,47.3,2,1.4,0.9,+0.6,10,50,11,1,61,Matches,215f3907
629,Flavius Daniliuc,at AUT,DF,Salernitana,Serie A,22,2001,8.3,350,411,85.2,5932,2368,157,180,87.2,157,170,92.4,27,39,69.2,0,0.2,0.1,-0.2,5,31,2,0,37,Matches,7ef972c3
630,Danilo,br BRA,MF,Nott'ham Forest,Premier League,22,2001,19.9,588,757,77.7,10476,3222,255,297,85.9,246,285,86.3,70,123,56.9,2,1.5,0.7,+0.5,20,74,14,0,82,Matches,a816dbfb
631,Danilo,br BRA,DF,Juventus,Serie A,32,1991,27.2,1591,1849,86.0,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1.0,+0.1,21,148,14,4,161,Matches,94b2001f
632,Arnaut Danjuma,nl NED,MFFW,Everton,Premier League,26,1997,6.6,102,152,67.1,1420,357,57,69,82.6,37,54,68.5,2,7,28.6,0,1.1,0.4,-1.1,6,6,2,0,9,Matches,f08490a6
633,Jayden Danns,eng ENG,FW,Liverpool,Premier League,17,2006,0.1,5,7,71.4,73,16,3,4,75.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches,003cf4d1
634,Kevin Danso,at AUT,DF,Lens,Ligue 1,24,1998,29.5,1508,1719,87.7,27659,10926,573,622,92.1,779,856,91.0,128,196,65.3,0,0.4,0.7,-0.4,8,122,6,0,133,Matches,6e33125f
635,Dante,br BRA,DF,Nice,Ligue 1,39,1983,31.6,2540,2803,90.6,43573,17293,1157,1213,95.4,1141,1202,94.9,183,303,60.4,1,1.0,1.2,0.0,13,170,7,1,185,Matches,fd2bc67d
636,Raimane Daou,km COM,DFMF,Marseille,Ligue 1,18,2004,0.3,11,13,84.6,120,30,11,11,100.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches,a2c9af28
637,Mohamed Daramy,dk DEN,FWMF,Reims,Ligue 1,21,2002,18.3,401,527,76.1,5848,1542,222,276,80.4,139,171,81.3,17,29,58.6,5,2.4,2.9,+2.6,23,22,30,3,69,Matches,06a1d642
638,Sergi Darder,es ESP,MF,Mallorca,La Liga,29,1993,24.0,725,1002,72.4,13785,4827,313,357,87.7,275,349,78.8,115,229,50.2,5,6.4,5.0,-1.4,51,120,32,14,132,Matches,070a3904
639,Achraf Dari,ma MAR,DFFW,Brest,Ligue 1,24,1999,1.3,73,85,85.9,1773,564,11,14,78.6,45,47,95.7,17,23,73.9,0,0.0,0.0,0.0,0,4,0,0,8,Matches,5069b796
640,Matteo Darmian,it ITA,DF,Inter,Serie A,33,1989,26.7,1181,1389,85.0,20253,6795,512,565,90.6,558,611,91.3,83,144,57.6,1,1.8,1.3,-0.8,22,64,14,6,72,Matches,96e0490d
641,Lukas Daschner,de GER,MFFW,Bochum,Bundesliga,24,1998,6.0,107,179,59.8,1382,483,64,90,71.1,30,49,61.2,3,17,17.6,1,1.0,1.2,0.0,10,8,7,2,17,Matches,93a8c4f9
642,Josh Dasilva,eng ENG,DFFW,Brentford,Premier League,24,1998,0.3,10,19,52.6,153,59,5,7,71.4,5,7,71.4,0,2,0.0,0,0.2,0.2,-0.2,1,0,0,0,2,Matches,60344e4f
643,David Datro Fofana,ci CIV,FW,Burnley,Premier League,20,2002,9.8,117,173,67.6,1574,343,67,94,71.3,36,49,73.5,5,6,83.3,1,1.8,0.3,-0.8,8,9,5,1,15,Matches,e82900ef
644,David Datro Fofana,ci CIV,FWMF,Union Berlin,Bundesliga,20,2002,7.6,106,152,69.7,1536,346,65,83,78.3,25,39,64.1,9,10,90.0,0,0.3,0.3,-0.3,5,5,8,2,14,Matches,e82900ef
645,Juan David Cabal,co COL,DF,Verona,Serie A,22,2001,16.6,561,790,71.0,9888,4415,265,306,86.6,228,302,75.5,56,126,44.4,0,0.4,0.6,-0.4,12,57,10,6,70,Matches,ef6eef89
646,Jonathan David,ca CAN,FW,Lille,Ligue 1,23,2000,29.2,537,655,82.0,7433,1592,306,359,85.2,186,219,84.9,12,15,80.0,4,3.3,2.3,+0.7,32,53,26,1,79,Matches,ce50fd99
647,Alphonso Davies,ca CAN,DF,Bayern Munich,Bundesliga,22,2000,22.9,1440,1642,87.7,20701,5332,847,929,91.2,536,589,91.0,27,52,51.9,5,2.9,3.3,+2.1,37,88,31,7,117,Matches,d781d855
648,Ben Davies,wls WAL,DF,Tottenham,Premier League,30,1993,12.1,766,850,90.1,13839,5258,303,324,93.5,388,413,93.9,60,81,74.1,0,0.4,0.6,-0.4,4,80,4,0,71,Matches,44781702
649,Tom Davies,eng ENG,MF,Sheffield United,Premier League,25,1998,2.5,68,99,68.7,901,310,41,50,82.0,20,27,74.1,2,7,28.6,0,0.1,0.2,-0.1,1,6,1,0,8,Matches,9228b07c
650,Keinan Davis,eng ENG,FWMF,Udinese,Serie A,25,1998,2.1,36,50,72.0,512,122,20,26,76.9,14,16,87.5,1,1,100.0,0,0.1,0.2,-0.1,3,3,2,0,6,Matches,9deaf2c8
